Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct12_lag1,1987-03-01,2025-04-01,457,-0.0658036061593248,-0.0666862046181909,NaN,NaN,NaN,NaN,-0.906531163416785,0.365133546149579,0.0155337609686883,0.0111712423492337,0.409517421348329,0.973741794310722,0.167704518387785,91.6808483912865,6.59125028479981e-20
CapcacityUtilization_pct1_lag1,1987-03-01,2025-04-01,457,-0.0239971514320796,-0.0104728908545988,NaN,NaN,NaN,NaN,-0.883417271243627,0.377476363335503,0.0152260551879377,0.0110567755414599,0.380998033612908,0.967177242888403,0.145159501616902,77.2630372105876,3.09174243138052e-17
CoreCPI_pct12_lag1,1987-03-01,2025-04-01,457,-0.109716576424589,-0.0310003055942476,NaN,NaN,NaN,NaN,-0.845318275697558,0.398376476285109,0.0158505399841151,0.0109986835188461,0.385164519855695,0.964989059080963,0.148351707355668,79.2581015306732,1.30607608260416e-17
DXY_Datastream_pct1,1987-03-01,2025-04-01,457,-0.0157487617083756,-0.0157487617083756,NaN,NaN,NaN,NaN,-1.15875716543829,0.247161645611293,0.0151646075699834,0.0110530691933773,0.373210229481433,0.969365426695842,0.139285875389584,73.6308043404613,1.49782766255182e-16
FedFundsRate_pct1,1987-03-01,2025-04-01,457,-0.0344093029849477,0.0185184334730155,NaN,NaN,3.06231539993314,0.00115544761873965,-0.677886553880337,0.498187439673116,0.0153032697708476,0.0110527439136695,0.390135044674383,0.962800875273523,0.152205353083083,81.6865686810468,4.59691548746898e-18
Housing_pct1_lag1,1987-03-01,2025-04-01,457,-0.0216043851859282,-0.0216043851859282,NaN,NaN,NaN,NaN,-2.44181565315966,0.01499262741588,0.0152082554808836,0.0111238224012721,0.366897742448117,0.969365426695842,0.134613953413524,70.7769082304394,5.21784759999701e-16
M2MoneySupply_pct1_lag1,1987-03-01,2025-04-01,457,0.0856861703243201,0.0856861703243201,3.79640958496312,8.33228519985241e-05,3.79640958496312,8.2125200585037e-05,3.73066598254193,0.000215059510440315,0.014387511035693,0.0102861845829774,0.448604529912086,0.969365426695842,0.201246024257644,114.63722725402,5.20119838916e-24
Payroll_pct1_lag1,1987-03-01,2025-04-01,457,-0.762027986442689,-0.743518322253561,NaN,NaN,NaN,NaN,-1.01930687311057,0.308597782798572,0.019973051708939,0.0116162936179469,0.287484124930602,0.960612691466083,0.0826471220871141,40.9923394312477,3.81191528256365e-10
T10Y3M_diff1,1987-03-01,2025-04-01,457,-0.00846882383376912,-0.00846882383376912,NaN,NaN,NaN,NaN,-0.460168176276494,0.645614853614675,0.0151101669821342,0.0110880618193596,0.380582623593809,0.969365426695842,0.144843133381547,77.0661246622585,3.36684038289303e-17
TradeSales_pct1_lag2,1987-03-01,2025-04-01,457,-0.0275961678312544,-0.0226070102975806,NaN,NaN,NaN,NaN,-1.09454757959192,0.274292700124153,0.0152527890302476,0.0111376901491557,0.36858389309192,0.967177242888403,0.135854086246796,71.5314488658749,3.74862228864883e-16
Unemployment_pct1_lag1,1987-03-01,2025-04-01,457,-0.19893916428335,-0.19893916428335,NaN,NaN,NaN,NaN,-0.986212582288333,0.324551793844395,0.0164754239515645,0.011373011309277,0.340960255859575,0.969365426695842,0.116253896075827,59.8537549185505,6.64590116286746e-14
