Key,Value
Mode,full
TimeLag,1
NumPredictors,11
NumObs,524
Beg,1982-03-01
End,2026-03-01
R2,0.02667629568522667
R2_adj,0.005765044225338967
F_stat,1.2756910190859474
F_p,0.234942374921959
AIC,-4685.411529974435
