Predictor,TimesSelected,FracOrigins
DXY_pct1,57,0.483050847457627
CPI_pct1_lag1,51,0.432203389830508
M2MoneySupply_pct1_lag1,50,0.423728813559322
T10Y3M_diff1,49,0.415254237288136
TradeSales_pct1_lag2,46,0.389830508474576
CoreCPI_pct1_lag1,43,0.364406779661017
FedFundsRate_pct1,43,0.364406779661017
Housing_pct1_lag1,35,0.296610169491525
CapcacityUtilization_pct1_lag1,24,0.203389830508475
Unemployment_pct1_lag1,23,0.194915254237288
Payroll_pct1_lag1,21,0.177966101694915
