Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_lag1,1972-04-01,2025-09-01,642,0.279508288899053,0.283213177476104,9.18853407301582,0,9.15829983381646,0,6.74147554164407,3.50096191942255e-11,0.0029405914391414,0.00206145071259487,0.463784623928873,0.886292834890966,0.215096177392847,175.386524522408,1.48317271691026e-35
CapcacityUtilization_pct1_lag1,1992-04-01,2025-09-01,402,-0.0435864511070783,0.00333240051985317,NaN,NaN,0.783022801569397,0.216895313062487,-0.753578418172991,0.451544635162742,0.00309791669181901,0.00226828135282576,0.00234403536669055,0.853233830845771,5.49450180020727e-06,0.00219781279600501,0.962631598588863
CoreCPI_pct1_lag1,1982-04-01,2025-09-01,522,0.161114425653828,0.161114425653828,9.86573521474625,0,9.86573521474625,0,6.08801382147271,2.21953037369343e-09,0.00269194985152824,0.00184498041995536,0.18184685247139,0.869731800766284,0.0330682777537511,17.7835766852333,2.91956220987957e-05
DXY_pct1,,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FedFundsRate_pct1,1979-09-01,2025-09-01,553,0.000598735956664931,0.00120053872740911,1.70176469585427,0.0446812847477133,1.71924630569,0.0429324082097187,0.0177152623669854,0.985872406102028,0.00315468498307507,0.00234954639712494,0.161064599109788,0.875226039783002,0.0259418050863967,14.6746207539195,0.000142447233001882
Housing_pct1_lag1,1984-04-01,2025-09-01,498,-0.00627094478613821,-0.00627094478613821,NaN,NaN,NaN,NaN,-1.09941709467693,0.272118440628964,0.00293799189721003,0.00215649825714878,0.0776817208661738,0.869477911646586,0.00603444975673006,3.01125836665625,0.0833091863853635
M2MoneySupply_pct1_lag1,1984-04-01,2025-09-01,498,-0.00547415394502937,-0.00547415394502937,NaN,NaN,NaN,NaN,-0.5675847448528,0.570573261245047,0.00293682847863002,0.00215043898641344,0.0826143621354727,0.869477911646586,0.0068251328310508,3.40852955114645,0.0654558331207619
Payroll_pct1_lag1,1972-02-01,2025-09-01,644,-0.107717625733498,0.00603781091740607,NaN,NaN,1.61286973484183,0.0535369371494088,-0.932883549658606,0.351230254301514,0.00364329119628608,0.00259320540524444,0.0149260901050692,0.885093167701863,0.000222788165824661,0.143061874952141,0.70538090084347
T10Y3M_diff1,2007-03-01,2025-09-01,223,-0.00741287331525209,-0.00741287331525209,NaN,NaN,NaN,NaN,-1.66788692953266,0.0967480581726387,0.00314624873475231,0.00204311804166538,-0.147194560953294,0.834080717488789,0.0216662387742328,4.8942793951077,0.0279694065200056
TradeSales_pct1_lag2,1992-05-01,2025-09-01,401,-0.0115965540269953,-0.00159107787159685,NaN,NaN,NaN,NaN,-0.784053378127228,0.433472828851495,0.00305095261175499,0.00223614658981249,-0.0187614692637919,0.845386533665835,0.000351992728936379,0.140494551906274,0.707988999950955
Unemployment_pct1_lag1,1973-04-01,2025-09-01,630,-0.0168767218257404,-0.0023318251768798,NaN,NaN,NaN,NaN,-0.994297830299769,0.320460231575934,0.00350330050471685,0.00257938698596336,0.00881276567938074,0.887301587301587,7.76648389200219e-05,0.0487773071232544,0.825276458537504
