Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,CW_stat,CW_p,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_diff1_lag1,2002-03-01,2026-04-01,285,-0.000608059690922147,,,-0.14766450592497563,0.8827123240765438,0.0011965163426417,0.0008627594661587092,-0.03718971287765018,0.45614035087719296,0.0013830747439221858,0.39195225179024,0.5317796037740341
CapacityUtilization_diff1_lag1,2002-03-01,2026-04-01,285,0.029054889514031457,1.542563824897666,0.06202506728673887,1.2533916503561646,0.21109407762738622,0.0011786475993572794,0.0008574433099590152,0.1766871435321066,0.45614035087719296,0.03121834668953538,9.119487433467347,0.002759801415221311
CoreCPI_pct1_diff1_lag1,2002-03-01,2026-04-01,285,-0.015597792268030819,,,-1.9886416971036618,0.04770029869313973,0.0012054453069872074,0.0008697289057768999,-0.16829254880912412,0.45964912280701753,0.028322381984670963,8.248861508236827,0.004386148665016375
DXY_Datastream_pct1,2002-03-01,2026-04-01,285,-0.0007265165305028187,,,-0.14207096141131795,0.8871246870386789,0.0011965871652522598,0.0008654993023837341,-0.018480337936633357,0.48771929824561405,0.0003415228902522438,0.09668399773974228,0.7560747533438029
FedFundsRate_diff1,2002-03-01,2026-04-01,285,-0.009600383295219173,,,-1.7468826408702975,0.08173870946661004,0.001201880779106002,0.0008649517986260921,-0.26784133363517976,0.43508771929824563,0.07173898000347168,21.87114497284226,4.520965692015463e-06
Housing_pct1_lag1,2002-03-01,2026-04-01,285,-0.013133226201528458,,,-0.8479315964990128,0.39719012126718745,0.0012039817826506414,0.0008813615633011275,0.016424003334902328,0.4666666666666667,0.00026974788554445794,0.07635924935513838,0.7824949490606679
M2MoneySupply_pct1_lag1,2002-03-01,2026-04-01,285,0.05019547095438148,1.6012650947176588,0.05521496021817933,1.1539376614735406,0.24949587052395925,0.001165745518393304,0.0008523552774915954,0.2169607840501488,0.49122807017543857,0.047071981815655306,13.979409356870677,0.00022365608283737046
Payroll_pct1_lag1,2002-03-01,2026-04-01,285,-0.10151523002434071,,,-1.0134709780147717,0.31169789283485794,0.0012553993214845503,0.0008755836500725304,0.1399662913730098,0.44912280701754387,0.019590562720714466,5.654912161339034,0.01807064032748317
T10Y3M_diff1,2002-03-01,2026-04-01,285,-0.015340817032857501,,,-1.8719827494873817,0.06223665938484089,0.001205292791300768,0.0008657836450905892,-0.1710825944918285,0.45263157894736844,0.029269254138055145,8.532952063565963,0.0037686857253070643
TradeSales_pct1_lag2,2002-03-01,2026-04-01,285,0.013635982238645705,1.011633760375128,0.156287147941219,0.4470411834767104,0.6551860559667932,0.0011879693803112093,0.0008507351850698254,0.11227299293705713,0.512280701754386,0.012605224943044502,3.6128190557579454,0.058351785330161
Unemployment_diff1_lag1,2002-03-01,2026-04-01,285,0.010519126978022264,0.7970082505894582,0.21305601941062924,0.435533717392552,0.6635058983153557,0.001189844858357033,0.0008556094279975673,0.09473426820901694,0.4982456140350877,0.008974581573097717,2.562806702998791,0.11051985973960882
Yield10Y_diff1,2002-03-01,2026-04-01,285,0.0031789392748560186,0.8410257459152122,0.2005205313324928,0.41556532250882294,0.6780419146791365,0.0011942499699337068,0.0008620925543733248,0.026575163928728357,0.519298245614035,0.0007062393378387544,0.20000698540929504,0.6550572985129336
