Key,Value
WindowType,rolling
TrainObs,239
TimeLag,1
NumPredictors,11
Predictors,CPI_pct1_lag1; CapacityUtilization_diff1_lag1; CoreCPI_pct1_lag1; DXY_Datastream_pct1; FedFundsRate_diff1; Housing_pct1_lag1; M2MoneySupply_pct1_lag1; Payroll_pct1_lag1; T10Y3M_diff1; TradeSales_pct1_lag2; Unemployment_diff1_lag1
OOS_Beg,2002-02-01
OOS_End,2026-03-01
Num_OOS_Obs,285
R2_OOS,-0.08855076240337634
R2_OOS_CT,-0.01705521808870758
CW_stat,
CW_p,
CW_stat_CT,
CW_p_CT,
DM_stat,-2.1320982787722493
DM_p,0.033856761916470655
RMSE,0.0032308008026912176
MAE,0.0022610434106808083
Cor,-0.04831889582863025
HitRate,0.48771929824561405
R2_MZ,0.0023347156940980215
F_MZ,0.6622707553560119
p_MZ,0.41644361141288644
