Key,Value
Model,AR
NumPredictors,0
Predictors,
WindowType,rolling
TrainObs,60
ReportLag,1
Lookback,1
OOS_Beg,1952-04-01
OOS_End,2025-08-01
Num_OOS_Obs,881
R2_OOS,0.03466871454616727
R2_OOS_CT,0.031659251528096455
CW_stat,4.051473250770578
CW_p,2.7696233898089062e-05
CW_stat_CT,3.1771626139815186
CW_p_CT,0.0007695495142793218
DM_stat,1.2514542676628122
DM_p,0.2111013547214893
RMSE,0.0027026433227323025
MAE,0.0019211347916352674
Cor,0.182526677663402
HitRate,0.5051078320090806
R2_MZ,0.033315988058839466
F_MZ,30.294029012556354
p_MZ,4.872646943472241e-08
LV_R2_OOS,-1.2189246062170982
LV_R2_OOS_CT,-0.562399713984223
LV_RMSE,0.004097526929328294
LV_MAE,0.0028831987213372703
LV_Cor,-0.1272440446472107
LV_HitRate,0.49716231555051077
