Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct12_lag1,1953-03-01,2024-09-01,859,0.100268243034262,0.100022654990778,8.20926424519785,4.44089209850063e-16,8.20803376318755,3.33066907387547e-16,2.98264270277788,0.00293860309766909,0.01973485959978,0.0139810816460917,0.724642514840307,0.970896391152503,0.525106774314084,947.616182431715,9.91101561566601e-141
CapcacityUtilization_pct1_lag1,1972-04-01,2024-09-01,630,-0.0203803653324206,-0.0159734525342849,NaN,NaN,NaN,NaN,-1.36254630704817,0.173513187480382,0.0226775656910027,0.0161587031099054,0.663001601640615,0.976190476190476,0.43957112377802,492.570382157211,5.19800415881398e-81
CoreCPI_pct12_lag1,1963-03-01,2024-09-01,739,0.0607368428146972,0.0845019422990061,6.12177206226905,7.51309903179731e-10,7.05395341053771,1.57729385108496e-12,1.22752806523162,0.220015577600879,0.0208703622463887,0.0142973868295935,0.691212656156504,0.978349120433018,0.47777493603093,674.268916123202,4.55380154555703e-106
DXY_Datastream_pct1,1976-03-01,2024-09-01,583,-0.00648742119215151,-0.00648742119215151,NaN,NaN,NaN,NaN,-0.408921612544414,0.682747616523423,0.0212244400125651,0.0150419482444687,0.665177730118761,0.97598627787307,0.442461412645947,461.080338792852,9.74228916141576e-76
FedFundsRate_pct1,1959-09-01,2024-09-01,781,0.0178851910140811,0.0337732477799889,4.57045620846892,2.82822280106565e-06,4.53906522147532,3.1521953310909e-06,0.716719898959208,0.473761489782015,0.0208189109417939,0.0148871016584839,0.686461638753859,0.978233034571063,0.471229581480635,694.22916093021,6.78186675648793e-110
Housing_pct1_lag1,1964-04-01,2024-09-01,726,-0.0121218283698508,-0.0121218283698508,NaN,NaN,NaN,NaN,-0.871595755101353,0.383717478782768,0.0218563995784633,0.0158364308079717,0.64978997894335,0.980716253443526,0.422227016735199,529.087321440541,2.59687122989316e-88
M2MoneySupply_pct1_lag1,1964-04-01,2024-09-01,726,0.0385950413898715,0.0385950413898715,4.62739891734532,2.19312019156259e-06,4.62739891734532,2.08300321768995e-06,1.77251370129541,0.0767291959746432,0.021301755963821,0.0150892188553188,0.674009605403442,0.980716253443526,0.454288948176104,602.709432730415,2.64883141662601e-97
Payroll_pct1_lag1,1952-01-01,2024-09-01,873,-0.207389765742671,-0.200739270758004,NaN,NaN,NaN,NaN,-0.986226857402144,0.324295366602802,0.0228546233845919,0.0154126682492092,0.631382653577353,0.963344788087056,0.398644055238379,577.39343085777,2.77065205031747e-98
T10Y3M_diff1,1987-03-01,2024-09-01,451,-0.004599451021849,-0.004599451021849,NaN,NaN,NaN,NaN,-0.249800336756122,0.802855750681645,0.0150574471297116,0.0110046458751637,0.391025047945798,0.968957871396896,0.152900588121014,81.0440464290425,6.30170160030971e-18
TradeSales_pct1_lag2,1972-05-01,2024-09-01,629,-0.0189205698707196,-0.0172946118533752,NaN,NaN,NaN,NaN,-1.52800098824832,0.127015784810445,0.0226777473310611,0.0161654034595643,0.660008756883507,0.976152623211447,0.435611559162911,483.936997699754,6.34499132102948e-80
Unemployment_pct1_lag1,1953-04-01,2024-09-01,858,-0.049503863051876,-0.0494669681259967,NaN,NaN,NaN,NaN,-0.858536801530437,0.390836173061194,0.0213231538760874,0.0153120858982624,0.66498263956603,0.96969696969697,0.442201910924206,678.605472417968,1.27143842219545e-110
