Key,Value
WindowType,rolling
TrainObs,60
TimeLag,1
NumPredictors,12
OOS_Beg,2002-03-01
OOS_End,2017-07-01
Num_OOS_Obs,185
R2_OOS,-0.397520
R2_OOS_CT,-0.202041
CW_stat,NaN
CW_p,NaN
CW_stat_CT,NaN
CW_p_CT,NaN
DM_stat,-2.9565
DM_p,0.0035
RMSE,0.004895
MAE,0.003728
Cor,0.003153
HitRate,0.529730
R2_MZ,0.000010
F_MZ,0.0018
p_MZ,0.9660
